source,name,diameter_m,velocity_km_s,distance_km,risk_factor,mitigation_strategy
CAD,2025 KE1,0.01755743070778364,18.6523939727559,192993.27743848527,98.1,Research into long-term planetary defense strategies.
CAD,2025 KF4,0.006463398946256266,6.32631909387678,279631.54437212885,97.2,Research into long-term planetary defense strategies.
CAD,2025 KC,0.015504614161035412,7.52896889962716,1023936.1977814983,89.8,Analysis of meteor composition for chemical hazards.
CAD,387746,0.3345499452204346,8.34994144873899,6676622.075712082,33.2,Secure critical infrastructure in potential impact zones.
CAD,2025 KL,0.014943797128497149,8.17338132291722,3070380.2200490595,69.3,Debris shielding for satellites in orbit.
CAD,2025 KA1,0.01872668749169107,4.47236013720549,8691616.647807792,13.1,International coordination for disaster management.
CAD,2025 KK1,0.006523204040374131,21.7056523402305,505696.26508193306,94.9,Post-impact environmental monitoring plans.
CAD,2025 KQ,0.035847672486987885,9.87409850014025,7725487.624451194,22.7,Use nuclear devices only as last-resort deflection.
CAD,2025 KM,0.008288214136691105,3.55300157610936,1545295.5587026563,84.5,Temporary exclusion zones around predicted impact sites.
CAD,2014 KF22,0.01864064617827838,11.4960953711565,3475910.407444848,65.2,Debris shielding for satellites in orbit.
CAD,2025 LE,0.029272577407110728,11.6124467724636,3860974.724607537,61.4,Reinforcement of buildings against shockwaves.
CAD,434633,0.2561303029031111,16.2834686211998,8709359.932997685,12.9,International coordination for disaster management.
CAD,390725,0.40969528238017816,13.466438342257,7028371.116942944,29.7,Public alert system for meteor airburst warnings.
CAD,2025 KZ8,0.03503167983891813,10.4812139412042,7004325.911380113,30.0,Secure critical infrastructure in potential impact zones.
CAD,2025 KQ4,0.0039487620399983395,10.5730915823874,162056.98080440043,98.4,Research into long-term planetary defense strategies.
CAD,2025 KT1,0.013196566880108484,9.44104113061475,1999501.0538270222,80.0,Temporary exclusion zones around predicted impact sites.
CAD,2025 LO,0.16537161325332117,22.4988526762481,7132263.860581152,28.7,Public alert system for meteor airburst warnings.
CAD,2025 KA4,0.03093577234364678,5.24044975597642,9064911.472951502,9.4,Evacuation of high-risk areas if impact is imminent.
CAD,2025 JP,0.031078565380885274,7.01517320064375,5139243.980073163,48.6,Emergency medical preparation for blast injuries.
CAD,2025 KW,0.028870942588185008,13.5155465403647,4940996.80559879,50.6,Fire suppression readiness in case of fireball impacts.
CAD,2025 JR,0.07951717876880736,11.3330878714498,4620597.791302362,53.8,Fire suppression readiness in case of fireball impacts.
CAD,2025 KU1,0.020158627651322383,3.43793354367468,7403425.32809213,26.0,Public alert system for meteor airburst warnings.
CAD,2025 KW8,0.013882285223232383,13.7431086065692,1318438.6877137853,86.8,Analysis of meteor composition for chemical hazards.
CAD,2024 LH5,0.05040353114614941,15.1841830919041,8831759.584673231,11.7,International coordination for disaster management.
CAD,2025 KX3,0.01067728814592902,7.94082368414809,339701.62155196135,96.6,Research into long-term planetary defense strategies.
CAD,2025 FU5,0.08212227332745387,7.32841537803323,5147636.915746543,48.5,Emergency medical preparation for blast injuries.
CAD,2025 KA3,0.027444856421703943,19.4908918725648,1917535.7700625155,80.8,Temporary exclusion zones around predicted impact sites.
CAD,2025 KR,0.045129545847543626,13.7786888272543,4944899.255126675,50.6,Fire suppression readiness in case of fireball impacts.
CAD,2025 KD3,0.07664096477407246,12.077089455061,7538488.512709061,24.6,Use nuclear devices only as last-resort deflection.
CAD,2025 KK,0.01087579375321561,4.53211980306897,730947.7286163016,92.7,Post-impact environmental monitoring plans.
CAD,2025 MO2,0.05787099682168233,9.46341906749444,3267294.937977683,67.3,Debris shielding for satellites in orbit.
CAD,2025 KH2,0.03407696930755106,12.4008645302272,5582870.387540848,44.2,Satellite observation to track fragmenting meteors.
CAD,2025 KW7,0.03788444794880553,17.1549451603312,8596244.893665278,14.0,International coordination for disaster management.
CAD,2025 KR1,0.04173120863588498,17.6101816633243,5728649.816168477,42.7,Satellite observation to track fragmenting meteors.
CAD,2022 KP3,0.007319155314476916,7.73136448728043,3910591.183862667,60.9,Reinforcement of buildings against shockwaves.
CAD,2025 KP,0.03093577234364678,11.3337378580107,1242306.0469400892,87.6,Analysis of meteor composition for chemical hazards.
CAD,2025 KC1,0.02230801681130317,8.81337087708063,2032946.4803130983,79.7,Meteor insurance programs for property damage.
CAD,2025 KB4,0.03503167983891813,13.421525817729,7591480.026926246,24.1,Use nuclear devices only as last-resort deflection.
CAD,2025 KL2,0.0316563590500465,18.8719274292381,5820258.358634087,41.8,Satellite observation to track fragmenting meteors.
CAD,2025 KZ3,0.00825013325183184,2.61428301053663,690415.1715130971,93.1,Post-impact environmental monitoring plans.
CAD,2025 HA7,0.05707697697825435,11.1950603535707,7918213.946529724,20.8,Use nuclear devices only as last-resort deflection.
CAD,2025 KE4,0.004994142879500236,3.59614709413008,1051901.17467017,89.5,Analysis of meteor composition for chemical hazards.
CAD,2025 KS8,0.020345153136442348,10.3129981118553,2449276.8994379933,75.5,Meteor insurance programs for property damage.
CAD,2025 NU,0.03439227962239254,4.7899041097631,5766483.757609676,42.3,Satellite observation to track fragmenting meteors.
CAD,2025 LW,0.036682672045510276,10.157339596296,2587637.725652603,74.1,Rapid response teams for search & rescue.
CAD,2025 KC4,0.02272275380855992,6.66947048501571,4082303.6966255163,59.2,Marine alerts for potential tsunami from ocean impacts.
CAD,2025 LH,0.017476761641301932,11.2006989768607,613849.1150888384,93.9,Post-impact environmental monitoring plans.
CAD,2025 LA,0.015433376929839857,13.4656812447427,501381.5744857018,95.0,Research into long-term planetary defense strategies.
CAD,2025 LM,0.02645214916843097,16.5508640903775,1630798.9606722516,83.7,Temporary exclusion zones around predicted impact sites.
CAD,2025 KV8,0.0244602540327896,9.26701260229779,1794956.2113979657,82.1,Temporary exclusion zones around predicted impact sites.
CAD,2025 LB,0.01557618020835018,11.2066509782144,152003.98797205402,98.5,Research into long-term planetary defense strategies.
CAD,2025 KX8,0.03736465383637027,8.26080972911496,3205943.2660215357,67.9,Debris shielding for satellites in orbit.
CAD,2025 KG,0.01661349339380983,3.43601907155097,5832804.164312978,41.7,Satellite observation to track fragmenting meteors.
CAD,2025 LD,0.02200193934610452,6.79749576004547,1120269.3114673146,88.8,Analysis of meteor composition for chemical hazards.
CAD,2025 KY4,0.01529188287965641,3.77306194930164,2772278.6584126283,72.3,Rapid response teams for search & rescue.
CAD,2025 LQ,0.0479138383247332,12.121026938752,3515439.7373380056,64.8,Reinforcement of buildings against shockwaves.
CAD,424482,0.43297314786160673,6.20838640635768,3492786.8272625944,65.1,Debris shielding for satellites in orbit.
CAD,2020 LQ,0.03392039985565805,11.7537961728656,6625739.217426277,33.7,Secure critical infrastructure in potential impact zones.
CAD,2025 MB2,0.05707697697825435,18.4925521971089,4568792.143481517,54.3,Fire suppression readiness in case of fireball impacts.
CAD,2018 LE4,0.05840647056241746,13.399336569632,5087201.283085912,49.1,Emergency medical preparation for blast injuries.
CAD,2025 LN,0.005921898550392929,8.93289470101346,246821.46238488678,97.5,Research into long-term planetary defense strategies.
CAD,2025 ME,0.05302259307181043,16.789712722241,5461023.152095797,45.4,Emergency medical preparation for blast injuries.
CAD,2025 KK2,0.044305838805252115,8.14467393082956,8781697.907000633,12.2,International coordination for disaster management.
CAD,2014 LL26,0.03093577234364678,5.21962781134832,3077409.320052719,69.2,Debris shielding for satellites in orbit.
CAD,2025 MF,0.012719234171243361,6.75304010820759,2326650.561886718,76.7,Meteor insurance programs for property damage.
CAD,2025 LK,0.0148067915729118,10.2614388043214,99242.04404388447,99.0,Research into long-term planetary defense strategies.
CAD,2025 KP8,0.05351320508499435,13.7059239909958,5225485.703646431,47.7,Emergency medical preparation for blast injuries.
CAD,2016 LV10,0.08718885273881706,18.2642365711884,9469827.207411071,5.3,Evacuation of high-risk areas if impact is imminent.
CAD,2015 XR1,0.08099551349626684,12.6469332648575,6932810.910888973,30.7,Secure critical infrastructure in potential impact zones.
CAD,2025 MG2,0.017078941977652983,4.35520149955165,4698484.393668347,53.0,Fire suppression readiness in case of fireball impacts.
CAD,2022 KQ5,0.005376021081679141,5.06345781097393,5202068.368190434,48.0,Emergency medical preparation for blast injuries.
CAD,2025 KV4,0.0269439313384866,8.0128451403056,1560522.580345402,84.4,Temporary exclusion zones around predicted impact sites.
CAD,2025 KF1,0.039487620399983395,9.72313523050356,3095406.6699659433,69.0,Debris shielding for satellites in orbit.
CAD,2014 JR24,0.004902989499097258,2.90543557989937,9645070.975486796,3.5,Early detection and orbit monitoring to plan deflection.
CAD,2025 LV,0.038059314615349976,16.1860688034342,1787801.2025420608,82.1,Temporary exclusion zones around predicted impact sites.
CAD,2025 MQ,0.03407696930755106,13.0762327187553,2961968.8932174663,70.4,Rapid response teams for search & rescue.
CAD,2023 XO15,0.024347869374033267,3.42040092854175,6813752.175896972,31.9,Secure critical infrastructure in potential impact zones.
CAD,2025 LD1,0.00987326885115278,12.3583311737659,210748.19246012295,97.9,Research into long-term planetary defense strategies.
CAD,2025 HN6,0.02314520134227302,2.27525329500573,2437709.3199721943,75.6,Meteor insurance programs for property damage.
CAD,2025 MG,0.00908784608584751,29.4949035769645,413556.2273364103,95.9,Research into long-term planetary defense strategies.
CAD,2025 MJ,0.03771038472161299,8.27886469748966,4599583.14298936,54.0,Fire suppression readiness in case of fireball impacts.
CAD,2025 MC,0.00667514898173236,8.64698684151802,198681.6055873667,98.0,Research into long-term planetary defense strategies.
CAD,2000 LF3,0.16922361296428656,14.4862985685479,7249056.539389782,27.5,Public alert system for meteor airburst warnings.
CAD,2023 XU2,0.03194927173393922,15.6236673131384,4241557.554840149,57.6,Marine alerts for potential tsunami from ocean impacts.
CAD,2025 MB,0.003966988697434257,7.63555806762616,134974.44863156707,98.7,Research into long-term planetary defense strategies.
CAD,2025 MA2,0.055266372910376754,13.7502769035101,9953113.006339395,0.5,Early detection and orbit monitoring to plan deflection.
CAD,2025 MD,0.052778976385705674,9.23347238535373,8571459.731068686,14.3,International coordination for disaster management.
CAD,2025 MA,0.019162888078879114,9.1510261458381,1008174.9395447628,89.9,Analysis of meteor composition for chemical hazards.
CAD,2025 MP88,0.02503000654116059,7.33575265551944,1564084.4805749736,84.4,Temporary exclusion zones around predicted impact sites.
CAD,2025 MF96,0.03617936691662424,13.5363721987406,6048151.026674389,39.5,Simulation drills for cities under high risk.
CAD,2025 KU6,0.05894689898067279,9.14690234100562,8494106.070336515,15.1,Deploy kinetic impactor to change asteroid trajectory.
CAD,2025 KT6,0.0721873273881723,9.15112568979504,2698381.4053460592,73.0,Rapid response teams for search & rescue.
CAD,2025 MQ91,0.038059314615349976,7.44019335532054,7851448.496757989,21.5,Use nuclear devices only as last-resort deflection.
CAD,2025 MK,0.026209634407150035,12.3229407125515,5598329.577528101,44.0,Satellite observation to track fragmenting meteors.
CAD,2025 MR,0.04349716611083127,10.8123871827244,1911453.0148594237,80.9,Temporary exclusion zones around predicted impact sites.
CAD,2025 LC1,0.03254325304279132,8.02465765817596,4119132.1567426845,58.8,Marine alerts for potential tsunami from ocean impacts.
CAD,2025 MM89,0.19429470406773267,26.232539625016,7058757.28131068,29.4,Public alert system for meteor airburst warnings.
CAD,2025 MY1,0.08481271444598301,12.9351512910993,5016874.3708670065,49.8,Emergency medical preparation for blast injuries.
CAD,2025 MZ,0.025145539802021485,13.9818292434802,847203.2604964052,91.5,Post-impact environmental monitoring plans.
CAD,793349,0.3876689010243775,15.9489956159845,5429820.509655598,45.7,Emergency medical preparation for blast injuries.
CAD,2025 MX1,0.005921898550392929,6.56107788586058,593517.5564945299,94.1,Post-impact environmental monitoring plans.
CAD,2025 MP91,0.025731254666525354,7.01237757507292,9370902.70398328,6.3,Evacuation of high-risk areas if impact is imminent.
CAD,2025 MC90,0.005229509582169816,12.2760942456751,539678.6174157931,94.6,Post-impact environmental monitoring plans.
CAD,2025 MP89,0.021011688953623115,15.3463780764546,997619.693186695,90.0,Post-impact environmental monitoring plans.
CAD,2025 MP,0.037022092630935796,14.6036031891641,3049637.032469758,69.5,Debris shielding for satellites in orbit.
CAD,2025 LT,0.04349716611083127,14.4742387387211,1287353.8852301722,87.1,Analysis of meteor composition for chemical hazards.
CAD,2025 MQ1,0.01087579375321561,13.2603605899711,582858.9243800979,94.2,Post-impact environmental monitoring plans.
CAD,2025 ML2,0.0284748184055633,7.06904836470019,1616027.4777524972,83.8,Temporary exclusion zones around predicted impact sites.
CAD,2025 MB1,0.04349716611083127,12.0003623165107,4298556.381826385,57.0,Marine alerts for potential tsunami from ocean impacts.
CAD,2018 MN8,0.09428898552647313,21.3133044099453,8287424.908446047,17.1,Deploy kinetic impactor to change asteroid trajectory.
CAD,2025 MS1,0.0038059314615349975,6.33044171194578,314094.12757024914,96.9,Research into long-term planetary defense strategies.
CAD,2021 QK2,0.047039312217499005,10.5597723811606,9294477.219274925,7.1,Evacuation of high-risk areas if impact is imminent.
CAD,2025 MX,0.014943797128497149,6.51911151464964,7941019.285439775,20.6,Use nuclear devices only as last-resort deflection.
CAD,2025 MF89,0.047474561614573065,16.9101667760113,8067096.986924815,19.3,Deploy kinetic impactor to change asteroid trajectory.
CAD,2025 ML89,0.021011688953623115,8.57843327769953,1147560.9216886382,88.5,Analysis of meteor composition for chemical hazards.
CAD,2025 MN2,0.039852994852983846,12.8494562150864,8231570.283960997,17.7,Deploy kinetic impactor to change asteroid trajectory.
CAD,2025 MU90,0.02200193934610452,13.0763506729653,1635969.3599105775,83.6,Temporary exclusion zones around predicted impact sites.
CAD,2025 MP1,0.01723697148208253,5.40222992183583,1042219.3933084534,89.6,Analysis of meteor composition for chemical hazards.
CAD,2025 MK2,0.01307558002772533,4.72074450633115,2733528.327089877,72.7,Rapid response teams for search & rescue.
CAD,2025 MR89,0.019251339951379606,8.56656946835964,2112372.251725518,78.9,Meteor insurance programs for property damage.
CAD,2025 MW88,0.02645214916843097,9.18930143317262,9631541.352394128,3.7,Early detection and orbit monitoring to plan deflection.
CAD,2025 MT1,0.020158627651322383,2.36967338656128,5921886.37304853,40.8,Satellite observation to track fragmenting meteors.
CAD,2014 DH,0.017000471367188193,12.0555312142916,6557208.926380412,34.4,Secure critical infrastructure in potential impact zones.
CAD,2025 MZ1,0.015504614161035412,4.6399100341257,1287168.1835387866,87.1,Analysis of meteor composition for chemical hazards.
CAD,2025 MS88,0.0221034956838441,10.1214916318657,1675518.0417642875,83.2,Temporary exclusion zones around predicted impact sites.
CAD,2025 ML,0.024686581976761737,11.6654258777626,2551350.811079473,74.5,Rapid response teams for search & rescue.
CAD,2025 NS,0.048580386211793475,13.7715471011207,1388873.5364258573,86.1,Analysis of meteor composition for chemical hazards.
CAD,2025 MV88,0.03471050746765597,21.7397075170143,3505933.9788680435,64.9,Reinforcement of buildings against shockwaves.
CAD,2025 MJ91,0.011180493233367724,7.50563133620977,70069.7349156309,99.3,Research into long-term planetary defense strategies.
CAD,2025 NA,0.011388354121705717,12.1049332393127,297255.1294766239,97.0,Research into long-term planetary defense strategies.
CAD,2025 MW89,0.012660794598618307,4.001264926961,2092700.5930551656,79.1,Meteor insurance programs for property damage.
CAD,2016 LT,0.17316533727478492,9.51482176537972,9892079.691520192,1.1,Early detection and orbit monitoring to plan deflection.
CAD,2025 NL,0.01067728814592902,3.00364955592428,529087.3610885969,94.7,Post-impact environmental monitoring plans.
CAD,2025 MM,0.039487620399983395,10.6729249362708,2076437.5737092516,79.2,Meteor insurance programs for property damage.
CAD,2025 NO1,0.0020439062096502033,9.29646855478249,256204.9528489327,97.4,Research into long-term planetary defense strategies.
CAD,2025 MZ93,0.010338581676623795,6.61342000338758,1771587.8570880303,82.3,Temporary exclusion zones around predicted impact sites.
CAD,2025 NM1,0.0032844372055760946,11.5923832283549,607095.8498027064,93.9,Post-impact environmental monitoring plans.
CAD,2025 MK90,0.0298167952530305,9.38670002921329,5290594.896190293,47.1,Emergency medical preparation for blast injuries.
CAD,2025 NC,0.01112912353315633,8.82908797980147,612413.4375601634,93.9,Post-impact environmental monitoring plans.
CAD,2025 NN1,0.0031656359050046493,9.65321803401575,160279.85482015737,98.4,Research into long-term planetary defense strategies.
CAD,2025 LF,0.06229611495662376,6.36304552569107,8388345.234079182,16.1,Deploy kinetic impactor to change asteroid trajectory.
CAD,2025 MV,0.022410985938431095,4.12798953323499,8077527.67100758,19.2,Deploy kinetic impactor to change asteroid trajectory.
CAD,2025 ON,0.033148277288653175,9.76532018489165,5114037.739897955,48.9,Emergency medical preparation for blast injuries.
CAD,2025 MY88,0.036514130477030365,8.5482247630677,3367860.8890135144,66.3,Debris shielding for satellites in orbit.
CAD,2025 MV89,0.038234988429753945,8.69552714380185,1960016.2215326186,80.4,Temporary exclusion zones around predicted impact sites.
CAD,2025 NH1,0.002261835223818555,14.4823011605656,93520.78699183506,99.1,Research into long-term planetary defense strategies.
CAD,2025 MW91,0.04575736036794999,16.593098371286,6135870.418936048,38.6,Simulation drills for cities under high risk.
CAD,2022 BJ,0.17966395805729946,23.6427972541382,9857079.648206057,1.4,Early detection and orbit monitoring to plan deflection.
CAD,2025 MN88,0.01988204091097733,7.82262063634801,738101.5976959525,92.6,Post-impact environmental monitoring plans.
CAD,2025 OH11,0.01646117997085172,3.45025962099936,4948359.611940462,50.5,Fire suppression readiness in case of fireball impacts.
CAD,2025 NM,0.04492219441925915,19.2915937997594,7887726.954444632,21.1,Use nuclear devices only as last-resort deflection.
CAD,2025 NJ,0.02633061258284689,13.548489714389,3597158.624387207,64.0,Reinforcement of buildings against shockwaves.
CAD,839444,0.3788444794880557,20.2521003215751,9902862.002447024,1.0,Early detection and orbit monitoring to plan deflection.
CAD,2025 MO,0.009693061385502544,4.57513498428748,2565564.9617053317,74.3,Rapid response teams for search & rescue.
CAD,2025 MC92,0.009428898552647294,4.98028411228457,1520150.9019535254,84.8,Temporary exclusion zones around predicted impact sites.
CAD,2025 OM3,0.011707413645949266,1.27904238023072,7593649.7088641,24.1,Use nuclear devices only as last-resort deflection.
CAD,2019 JM,0.01414037617489543,6.93539356472228,6375188.068349557,36.2,Simulation drills for cities under high risk.
CAD,2019 NW5,0.0643370232560764,16.4957833990086,5822274.443201794,41.8,Satellite observation to track fragmenting meteors.
CAD,2025 OE1,0.036682672045510276,8.97677297951979,3633729.0416804054,63.7,Reinforcement of buildings against shockwaves.
CAD,2025 NE1,0.052295095821698154,19.1187134256214,7000302.687575473,30.0,Secure critical infrastructure in potential impact zones.
CAD,2025 NR1,0.09046091225909486,13.8204083562882,3239406.5602408936,67.6,Debris shielding for satellites in orbit.
CAD,2025 MH90,0.051815651501366876,6.50167979114463,7419076.446383487,25.8,Public alert system for meteor airburst warnings.
CAD,2025 MD89,0.038234988429753945,8.06208911042838,5629529.404370425,43.7,Satellite observation to track fragmenting meteors.
CAD,812769,0.37364653836370304,14.3773518830914,6085390.184613484,39.1,Simulation drills for cities under high risk.
CAD,2025 NS1,0.016160729576065444,11.9947812085448,427532.3140204217,95.7,Research into long-term planetary defense strategies.
CAD,2025 OH1,0.05707697697825435,16.6079890363598,4346161.057568081,56.5,Marine alerts for potential tsunami from ocean impacts.
CAD,2022 MA3,0.1271923417124336,10.7821486910254,8243744.110672135,17.6,Deploy kinetic impactor to change asteroid trajectory.
CAD,2025 MD1,0.044715795684249014,8.90622938161914,6897447.324550438,31.0,Secure critical infrastructure in potential impact zones.
CAD,2025 MG1,0.04096952823801781,7.17477612642302,5040298.632105876,49.6,Emergency medical preparation for blast injuries.
CAD,2025 OQ,0.028213759701252634,7.83054678276711,3896201.9347621095,61.0,Reinforcement of buildings against shockwaves.
CAD,2025 OG,0.047039312217499005,8.67139236438295,7160246.0195049215,28.4,Public alert system for meteor airburst warnings.
CAD,2025 OE,0.05400835667524399,10.9441231955095,4633223.736906429,53.7,Fire suppression readiness in case of fireball impacts.
CAD,2025 OM,0.030793635380819563,10.3890157653591,2204970.876789566,78.0,Meteor insurance programs for property damage.
CAD,2025 OD,0.06957624127456602,15.7255539992289,8397198.174049336,16.0,Deploy kinetic impactor to change asteroid trajectory.
CAD,2025 OK,0.011388354121705717,6.95355103460612,1109326.8829811902,88.9,Analysis of meteor composition for chemical hazards.
CAD,2025 OO,0.05017194795652347,7.65085083833713,7372004.637636423,26.3,Public alert system for meteor airburst warnings.
CAD,2012 RR16,0.046393908658320805,5.55299294933274,9349315.4304492,6.5,Evacuation of high-risk areas if impact is imminent.
CAD,2025 NT,0.03093577234364678,10.4120470664201,9298464.185799053,7.0,Evacuation of high-risk areas if impact is imminent.
CAD,2025 OY,0.02180022435371347,10.0630628750457,1903831.5336916067,81.0,Temporary exclusion zones around predicted impact sites.
CAD,2019 AQ11,0.148067915729118,20.7447686411525,9936605.008280937,0.6,Early detection and orbit monitoring to plan deflection.
CAD,2025 ND1,0.14671042091810024,13.8996830224798,8592181.954768524,14.1,International coordination for disaster management.
CAD,2025 MA90,0.08364904037877083,9.04778461103127,6469210.302738764,35.3,Simulation drills for cities under high risk.
CAD,2025 OL,0.0345510271723254,6.62401719593364,1141623.6876708218,88.6,Analysis of meteor composition for chemical hazards.
CAD,2025 OF,0.01676721615551848,16.1185799989426,366101.1809967194,96.3,Research into long-term planetary defense strategies.
CAD,2025 OC,0.009428898552647294,6.85569848517423,296101.74205215374,97.0,Research into long-term planetary defense strategies.
CAD,2022 YS5,0.038234988429753945,6.10722008607534,6678059.052220623,33.2,Secure critical infrastructure in potential impact zones.
CAD,2025 PN7,0.018987201664958243,2.33150673835008,5908154.453872624,40.9,Satellite observation to track fragmenting meteors.
CAD,2025 OA,0.017157774791998738,14.2059833511983,954074.4867841282,90.5,Post-impact environmental monitoring plans.
CAD,2025 OB,0.022514430349454943,14.1122049987112,1249643.7981993016,87.5,Analysis of meteor composition for chemical hazards.
CAD,2025 OE4,0.02062818240959522,13.1207218167656,3888603.0994254006,61.1,Reinforcement of buildings against shockwaves.
CAD,2025 OV,0.04769369423454475,11.2793457561772,4216870.709446339,57.8,Marine alerts for potential tsunami from ocean impacts.
CAD,2025 OS,0.003668267204551028,12.7033859465262,10457.33209058375,99.9,Research into long-term planetary defense strategies.
CAD,2018 BY6,0.07252052895215391,7.41563509032325,5259469.991938392,47.4,Emergency medical preparation for blast injuries.
CAD,2025 MB90,0.05351320508499435,8.58489929649749,9462481.25784063,5.4,Evacuation of high-risk areas if impact is imminent.
CAD,2025 OM2,0.0047474561614573065,20.0458287168126,88150.7596975316,99.1,Research into long-term planetary defense strategies.
CAD,2025 ME92,0.031366131805781364,5.28218165820669,5132434.075244837,48.7,Emergency medical preparation for blast injuries.
CAD,2025 OT,0.0825013325183184,7.51463566934369,7989114.30935455,20.1,Use nuclear devices only as last-resort deflection.
CAD,2025 OD2,0.04329731478616063,4.71696775936689,9320809.980867635,6.8,Evacuation of high-risk areas if impact is imminent.
CAD,2025 OY3,0.013691813129355383,13.8483409908418,3043672.1026743227,69.6,Debris shielding for satellites in orbit.
CAD,2020 MA1,0.029543433231029686,4.31141715134708,8675310.603036726,13.2,International coordination for disaster management.
CAD,2025 OQ1,0.07664096477407246,18.1008500111901,8131582.126045182,18.7,Deploy kinetic impactor to change asteroid trajectory.
CAD,2025 OP1,0.00702200223087234,7.79789856922435,1204730.1314813464,88.0,Analysis of meteor composition for chemical hazards.
CAD,2025 OR1,0.0199738122421289,12.263103469228,4622822.186971299,53.8,Fire suppression readiness in case of fireball impacts.
CAD,2025 OT2,0.02401380408243742,9.57159956668588,5252174.159837045,47.5,Emergency medical preparation for blast injuries.
CAD,2025 OA1,0.0269439313384866,7.24522050675016,5262343.248417317,47.4,Emergency medical preparation for blast injuries.
CAD,836356,0.1494379712849715,13.5307158770211,8058032.340904009,19.4,Deploy kinetic impactor to change asteroid trajectory.
CAD,2025 ON2,0.059218985503929296,10.2870584374379,2782756.7765583955,72.2,Rapid response teams for search & rescue.
CAD,2025 OY1,0.05086990927770729,6.88296249384549,9879089.745516866,1.2,Early detection and orbit monitoring to plan deflection.
CAD,2025 OP5,0.016310262965748865,4.61840982556623,1975855.8447215776,80.2,Temporary exclusion zones around predicted impact sites.
CAD,2025 OV20,0.011925070716151173,13.3721525988429,470637.7951209414,95.3,Research into long-term planetary defense strategies.
CAD,2025 QX2,0.02596934303456489,5.11466316180649,5712792.977197482,42.9,Satellite observation to track fragmenting meteors.
CAD,2025 OZ,0.05787099682168233,13.8518485621151,5375649.029564407,46.2,Emergency medical preparation for blast injuries.
CAD,2025 OK1,0.03151091129204134,6.67732386291219,2191194.843118238,78.1,Meteor insurance programs for property damage.
CAD,2025 OZ10,0.026209634407150035,28.3899219816092,4664877.4218387,53.4,Fire suppression readiness in case of fireball impacts.
CAD,2025 OS5,0.02053340452062657,8.49898361710608,2280484.0172384717,77.2,Meteor insurance programs for property damage.
CAD,2025 OF2,0.03736465383637027,30.0784112105884,489227.48859141715,95.1,Research into long-term planetary defense strategies.
CAD,2025 OX,0.03299597478899597,10.3846696659399,4524801.689093975,54.8,Fire suppression readiness in case of fireball impacts.
CAD,2025 OU1,0.045129545847543626,18.3961990198284,2679143.82123176,73.2,Rapid response teams for search & rescue.
CAD,2025 OR2,0.05629385149549699,14.6156494399667,8023913.728183617,19.8,Deploy kinetic impactor to change asteroid trajectory.
CAD,2025 OT5,0.014205645185776383,8.10722326347049,4792232.125671747,52.1,Fire suppression readiness in case of fireball impacts.
CAD,2025 OR5,0.007386878624779323,2.63248046013873,1741260.727508948,82.6,Temporary exclusion zones around predicted impact sites.
CAD,2025 OO11,0.017801678898904646,11.1185888589561,2823881.1577423764,71.8,Rapid response teams for search & rescue.
CAD,2025 OM4,0.03239373037703606,6.19268882595096,7096728.271631181,29.0,Public alert system for meteor airburst warnings.
CAD,2025 ON10,0.008364904037877083,10.7093363318218,767597.4080459687,92.3,Post-impact environmental monitoring plans.
CAD,2018 BE5,0.044715795684249014,13.89880436168,4153921.1283702967,58.5,Marine alerts for potential tsunami from ocean impacts.
CAD,2025 OO4,0.022410985938431095,8.81216205269493,2273418.597875148,77.3,Meteor insurance programs for property damage.
CAD,2025 OW,0.06989739061264838,20.9691254041521,632687.1227298229,93.7,Post-impact environmental monitoring plans.
CAD,613291,0.5655369210796342,21.7172617354876,9319391.038752617,6.8,Evacuation of high-risk areas if impact is imminent.
CAD,2025 PQ,0.010243796990081894,10.5641653560018,854408.1636767121,91.5,Post-impact environmental monitoring plans.
CAD,2025 OP3,0.0355190190501612,6.99547797527953,8073511.386531959,19.3,Deploy kinetic impactor to change asteroid trajectory.
CAD,2025 OU2,0.02200193934610452,2.73682019251071,5139169.082074402,48.6,Emergency medical preparation for blast injuries.
CAD,2025 OL5,0.009385576698963092,16.5812487159304,131825.28304248033,98.7,Research into long-term planetary defense strategies.
CAD,2025 OA4,0.0348707238905834,13.3599534259387,6986030.356103186,30.1,Secure critical infrastructure in potential impact zones.
CAD,2025 ON1,0.029543433231029686,3.07153769472988,6172041.299578688,38.3,Simulation drills for cities under high risk.
CAD,2025 OE2,0.10196731018176768,30.0167525156205,9832963.21721304,1.7,Early detection and orbit monitoring to plan deflection.
CAD,2025 PO1,0.045547124393963495,11.5180686826774,2729044.3164634095,72.7,Rapid response teams for search & rescue.
CAD,2025 PD,0.011600079432480027,9.91454714883952,567101.4172537213,94.3,Post-impact environmental monitoring plans.
CAD,2025 OX3,0.016235324114534443,9.31240896960419,3782867.4272850184,62.2,Reinforcement of buildings against shockwaves.
CAD,2025 OL1,0.03503167983891813,7.55446700847131,2076900.8064620844,79.2,Meteor insurance programs for property damage.
CAD,2025 OM10,0.046393908658320805,5.65321363832979,2228304.353843639,77.7,Meteor insurance programs for property damage.
CAD,2025 OU4,0.015865763019004473,12.4997237573647,700011.9217473136,93.0,Post-impact environmental monitoring plans.
CAD,2025 PN,0.0244602540327896,19.3547740041324,647367.8183695362,93.5,Post-impact environmental monitoring plans.
